id,arm,cat_id,volume_tertile,sales_sum
HOBBIES_1_157_CA_1_evaluation,control,HOBBIES,high,1281
HOBBIES_1_169_CA_1_evaluation,treatment,HOBBIES,high,8844
HOBBIES_1_177_CA_1_evaluation,treatment,HOBBIES,high,1988
HOBBIES_1_189_TX_1_evaluation,treatment,HOBBIES,high,3263
HOBBIES_1_194_WI_1_evaluation,control,HOBBIES,high,3455
HOBBIES_1_201_CA_1_evaluation,treatment,HOBBIES,high,2408
HOBBIES_1_202_WI_1_evaluation,control,HOBBIES,high,2813
HOBBIES_1_209_CA_1_evaluation,control,HOBBIES,high,6166
HOBBIES_1_209_WI_1_evaluation,control,HOBBIES,high,3176
HOBBIES_1_234_TX_1_evaluation,treatment,HOBBIES,high,4031
HOBBIES_1_236_CA_1_evaluation,control,HOBBIES,high,7951
HOBBIES_1_248_WI_1_evaluation,control,HOBBIES,high,4106
HOBBIES_1_249_CA_1_evaluation,control,HOBBIES,high,1747
HOBBIES_1_256_CA_1_evaluation,treatment,HOBBIES,high,15163
HOBBIES_1_270_WI_1_evaluation,treatment,HOBBIES,high,1486
HOBBIES_1_278_WI_1_evaluation,treatment,HOBBIES,high,11493
HOBBIES_1_287_CA_1_evaluation,control,HOBBIES,high,1528
HOBBIES_1_288_TX_1_evaluation,treatment,HOBBIES,high,2496
HOBBIES_1_295_CA_1_evaluation,treatment,HOBBIES,high,12511
HOBBIES_1_295_TX_1_evaluation,control,HOBBIES,high,4722
HOBBIES_1_295_WI_1_evaluation,control,HOBBIES,high,8457
HOBBIES_1_312_CA_1_evaluation,treatment,HOBBIES,high,7967
HOBBIES_1_328_CA_1_evaluation,control,HOBBIES,high,1423
HOBBIES_1_329_CA_1_evaluation,control,HOBBIES,high,2484
HOBBIES_1_338_CA_1_evaluation,control,HOBBIES,high,2255
HOBBIES_1_348_TX_1_evaluation,treatment,HOBBIES,high,6005
HOBBIES_1_351_CA_1_evaluation,control,HOBBIES,high,1224
HOBBIES_1_354_TX_1_evaluation,control,HOBBIES,high,1510
HOBBIES_1_371_TX_1_evaluation,treatment,HOBBIES,high,7505
HOBBIES_1_379_CA_1_evaluation,control,HOBBIES,high,2708
HOBBIES_1_381_WI_1_evaluation,treatment,HOBBIES,high,3468
HOBBIES_1_383_CA_1_evaluation,treatment,HOBBIES,high,1247
HOBBIES_1_394_CA_1_evaluation,treatment,HOBBIES,high,1320
HOBBIES_1_394_WI_1_evaluation,control,HOBBIES,high,3012
HOBBIES_1_398_TX_1_evaluation,control,HOBBIES,high,4127
HOBBIES_1_400_TX_1_evaluation,control,HOBBIES,high,1256
HOBBIES_1_408_TX_1_evaluation,treatment,HOBBIES,high,3028
HOBBIES_1_412_WI_1_evaluation,treatment,HOBBIES,high,1288
HOBBIES_1_415_CA_1_evaluation,treatment,HOBBIES,high,1852
HOBBIES_1_416_CA_1_evaluation,control,HOBBIES,high,1952
HOBBIES_1_417_WI_1_evaluation,control,HOBBIES,high,9188
HOBBIES_1_424_CA_1_evaluation,control,HOBBIES,high,1866
HOBBIES_2_059_CA_1_evaluation,control,HOBBIES,high,2426
HOBBIES_2_075_CA_1_evaluation,treatment,HOBBIES,high,1491
HOUSEHOLD_1_016_CA_1_evaluation,treatment,HOUSEHOLD,high,2930
HOUSEHOLD_1_028_CA_1_evaluation,control,HOUSEHOLD,high,2444
HOUSEHOLD_1_040_CA_1_evaluation,treatment,HOUSEHOLD,high,4638
HOUSEHOLD_1_058_TX_1_evaluation,control,HOUSEHOLD,high,1397
HOUSEHOLD_1_071_TX_1_evaluation,control,HOUSEHOLD,high,3445
HOUSEHOLD_1_071_WI_1_evaluation,treatment,HOUSEHOLD,high,1488
HOUSEHOLD_1_079_TX_1_evaluation,control,HOUSEHOLD,high,1324
HOUSEHOLD_1_087_WI_1_evaluation,treatment,HOUSEHOLD,high,1570
HOUSEHOLD_1_088_CA_1_evaluation,treatment,HOUSEHOLD,high,1233
HOUSEHOLD_1_100_CA_1_evaluation,control,HOUSEHOLD,high,3031
HOUSEHOLD_1_109_CA_1_evaluation,treatment,HOUSEHOLD,high,2763
HOUSEHOLD_1_114_CA_1_evaluation,control,HOUSEHOLD,high,5262
HOUSEHOLD_1_114_WI_1_evaluation,control,HOUSEHOLD,high,5104
HOUSEHOLD_1_128_CA_1_evaluation,control,HOUSEHOLD,high,2430
HOUSEHOLD_1_132_CA_1_evaluation,control,HOUSEHOLD,high,2900
HOUSEHOLD_1_145_CA_1_evaluation,treatment,HOUSEHOLD,high,2205
HOUSEHOLD_1_145_TX_1_evaluation,treatment,HOUSEHOLD,high,2221
HOUSEHOLD_1_157_TX_1_evaluation,treatment,HOUSEHOLD,high,1554
HOUSEHOLD_1_168_TX_1_evaluation,control,HOUSEHOLD,high,1668
HOUSEHOLD_1_168_WI_1_evaluation,control,HOUSEHOLD,high,1654
HOUSEHOLD_1_169_CA_1_evaluation,control,HOUSEHOLD,high,4273
HOUSEHOLD_1_171_CA_1_evaluation,treatment,HOUSEHOLD,high,1916
HOUSEHOLD_1_173_CA_1_evaluation,control,HOUSEHOLD,high,7111
HOUSEHOLD_1_188_CA_1_evaluation,treatment,HOUSEHOLD,high,2575
HOUSEHOLD_1_196_WI_1_evaluation,treatment,HOUSEHOLD,high,2759
HOUSEHOLD_1_205_TX_1_evaluation,treatment,HOUSEHOLD,high,5624
HOUSEHOLD_1_215_WI_1_evaluation,treatment,HOUSEHOLD,high,2229
HOUSEHOLD_1_225_CA_1_evaluation,control,HOUSEHOLD,high,3759
HOUSEHOLD_1_232_CA_1_evaluation,treatment,HOUSEHOLD,high,1278
HOUSEHOLD_1_247_TX_1_evaluation,control,HOUSEHOLD,high,5988
HOUSEHOLD_1_268_WI_1_evaluation,treatment,HOUSEHOLD,high,1421
HOUSEHOLD_1_275_TX_1_evaluation,treatment,HOUSEHOLD,high,3408
HOUSEHOLD_1_301_CA_1_evaluation,treatment,HOUSEHOLD,high,1769
HOUSEHOLD_1_303_CA_1_evaluation,control,HOUSEHOLD,high,9187
HOUSEHOLD_1_303_TX_1_evaluation,treatment,HOUSEHOLD,high,15558
HOUSEHOLD_1_307_CA_1_evaluation,control,HOUSEHOLD,high,1688
HOUSEHOLD_1_313_WI_1_evaluation,treatment,HOUSEHOLD,high,1380
HOUSEHOLD_1_316_CA_1_evaluation,treatment,HOUSEHOLD,high,2149
HOUSEHOLD_1_316_TX_1_evaluation,control,HOUSEHOLD,high,1271
HOUSEHOLD_1_325_CA_1_evaluation,treatment,HOUSEHOLD,high,1810
HOUSEHOLD_1_357_TX_1_evaluation,control,HOUSEHOLD,high,1457
HOUSEHOLD_1_361_CA_1_evaluation,treatment,HOUSEHOLD,high,5636
HOUSEHOLD_1_364_WI_1_evaluation,treatment,HOUSEHOLD,high,1734
HOUSEHOLD_1_366_TX_1_evaluation,treatment,HOUSEHOLD,high,1713
HOUSEHOLD_1_369_CA_1_evaluation,control,HOUSEHOLD,high,2584
HOUSEHOLD_1_373_CA_1_evaluation,treatment,HOUSEHOLD,high,9665
HOUSEHOLD_1_387_TX_1_evaluation,control,HOUSEHOLD,high,3022
HOUSEHOLD_1_389_WI_1_evaluation,treatment,HOUSEHOLD,high,9401
HOUSEHOLD_1_393_WI_1_evaluation,control,HOUSEHOLD,high,5071
HOUSEHOLD_1_399_TX_1_evaluation,control,HOUSEHOLD,high,6302
HOUSEHOLD_1_410_TX_1_evaluation,treatment,HOUSEHOLD,high,2210
HOUSEHOLD_1_417_WI_1_evaluation,treatment,HOUSEHOLD,high,1435
HOUSEHOLD_1_426_CA_1_evaluation,treatment,HOUSEHOLD,high,2258
HOUSEHOLD_1_430_WI_1_evaluation,control,HOUSEHOLD,high,3036
HOUSEHOLD_1_438_CA_1_evaluation,control,HOUSEHOLD,high,1941
HOUSEHOLD_1_440_TX_1_evaluation,control,HOUSEHOLD,high,2148
HOUSEHOLD_1_445_WI_1_evaluation,treatment,HOUSEHOLD,high,3395
HOUSEHOLD_1_448_TX_1_evaluation,treatment,HOUSEHOLD,high,4275
HOUSEHOLD_1_461_CA_1_evaluation,control,HOUSEHOLD,high,2515
HOUSEHOLD_1_482_CA_1_evaluation,control,HOUSEHOLD,high,2558
HOUSEHOLD_1_482_WI_1_evaluation,treatment,HOUSEHOLD,high,1434
HOUSEHOLD_1_508_TX_1_evaluation,control,HOUSEHOLD,high,1392
HOUSEHOLD_1_515_WI_1_evaluation,control,HOUSEHOLD,high,2365
HOUSEHOLD_1_517_WI_1_evaluation,control,HOUSEHOLD,high,2670
HOUSEHOLD_1_520_CA_1_evaluation,control,HOUSEHOLD,high,1312
HOUSEHOLD_1_521_WI_1_evaluation,treatment,HOUSEHOLD,high,8936
HOUSEHOLD_1_522_TX_1_evaluation,treatment,HOUSEHOLD,high,2991
HOUSEHOLD_1_535_TX_1_evaluation,control,HOUSEHOLD,high,4876
HOUSEHOLD_1_541_WI_1_evaluation,treatment,HOUSEHOLD,high,1785
HOUSEHOLD_2_110_WI_1_evaluation,treatment,HOUSEHOLD,high,1770
HOUSEHOLD_2_119_CA_1_evaluation,control,HOUSEHOLD,high,1356
HOUSEHOLD_2_199_CA_1_evaluation,treatment,HOUSEHOLD,high,1283
HOUSEHOLD_2_201_CA_1_evaluation,control,HOUSEHOLD,high,1368
HOUSEHOLD_2_239_WI_1_evaluation,treatment,HOUSEHOLD,high,1936
HOUSEHOLD_2_251_TX_1_evaluation,treatment,HOUSEHOLD,high,1514
HOUSEHOLD_2_299_CA_1_evaluation,treatment,HOUSEHOLD,high,3118
HOUSEHOLD_2_349_CA_1_evaluation,control,HOUSEHOLD,high,1354
HOUSEHOLD_2_442_CA_1_evaluation,control,HOUSEHOLD,high,2130
